log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
5330,2024-01-25,47.92,309,110.1,8,Felt a bit tired but completed the program.,2,288
5331,2023-02-03,56.79,408,111.1,7,Needs to work on breathing technique during heavy lifts.,9,160
5332,2023-08-22,97.62,592,146.7,8,"A bit distracted, but finished the routine.",5,291
5333,2023-10-27,96.36,576,177.6,2,"Struggled with the last few sets, might need more recovery.",9,321
5334,2023-09-29,30.61,235,126.8,6,"Solid session, increased weights on main exercises.",2,9
5335,2023-10-12,55.76,505,174.4,5,Felt a bit tired but completed the program.,1,115
5336,2023-08-08,33.8,317,179.6,3,"Great effort today, pushed through the fatigue.",7,417
5337,2023-10-28,117.92,670,164.3,8,"Standard workout, no special issues.",8,236
5338,2023-10-13,48.26,362,172.9,4,Needs to work on breathing technique during heavy lifts.,9,6
5339,2023-11-25,80.89,439,165.3,9,Crushed the personal records today!,8,168
5340,2024-01-24,47.16,386,127.4,10,Felt a bit tired but completed the program.,9,383
5341,2023-11-25,89.47,840,128.6,4,Felt a bit tired but completed the program.,8,232
5342,2024-02-16,98.65,777,183.6,6,"Solid session, increased weights on main exercises.",4,299
5343,2023-07-30,36.18,306,158.0,5,"A bit distracted, but finished the routine.",1,140
5344,2023-05-17,94.76,661,139.6,1,"Good pace, kept heart rate in the target zone.",7,254
5345,2023-03-31,81.68,551,120.2,5,"Great effort today, pushed through the fatigue.",4,406
5346,2023-03-23,46.62,378,151.0,5,"Solid session, increased weights on main exercises.",10,384
5347,2023-07-21,62.82,589,155.4,1,Crushed the personal records today!,5,495
5348,2023-07-26,72.04,541,118.2,9,"A bit distracted, but finished the routine.",6,425
5349,2023-05-13,72.66,586,176.5,5,"A bit distracted, but finished the routine.",10,17
5350,2023-07-11,35.0,190,136.1,5,"A bit distracted, but finished the routine.",9,15
5351,2023-05-09,63.45,634,152.9,5,"Great effort today, pushed through the fatigue.",9,85
5352,2023-01-13,73.11,698,117.7,3,Needs to work on breathing technique during heavy lifts.,7,5
5353,2024-01-27,34.04,196,159.9,6,"Great effort today, pushed through the fatigue.",8,482
5354,2023-01-27,62.23,390,174.3,9,"A bit distracted, but finished the routine.",4,395
5355,2023-01-17,32.31,194,155.6,2,Excellent form throughout the entire workout.,3,86
5356,2023-04-25,55.59,426,120.1,3,"Standard workout, no special issues.",5,257
5357,2023-03-13,110.79,734,171.2,7,Needs to work on breathing technique during heavy lifts.,2,175
5358,2024-02-07,44.46,330,160.3,5,Excellent form throughout the entire workout.,8,374
5359,2023-01-19,97.29,768,131.9,2,"Good pace, kept heart rate in the target zone.",3,222
5360,2023-02-21,86.35,756,119.6,1,"Solid session, increased weights on main exercises.",8,185
5361,2023-03-23,108.32,1060,139.9,9,"Solid session, increased weights on main exercises.",4,307
5362,2023-09-23,66.22,429,129.7,9,Needs to work on breathing technique during heavy lifts.,10,301
5363,2023-09-16,95.65,603,169.4,1,"Struggled with the last few sets, might need more recovery.",9,366
5364,2023-10-03,106.64,692,154.2,8,"A bit distracted, but finished the routine.",6,256
5365,2023-11-25,78.04,549,111.2,2,Needs to work on breathing technique during heavy lifts.,8,252
5366,2023-05-31,61.4,369,127.2,3,"Standard workout, no special issues.",5,179
5367,2023-08-23,73.7,546,172.9,10,Crushed the personal records today!,10,112
5368,2023-04-10,94.77,730,131.8,5,Crushed the personal records today!,9,150
5369,2023-09-10,105.35,669,115.9,2,"Great effort today, pushed through the fatigue.",6,420
5370,2024-02-11,54.83,321,133.8,4,"Standard workout, no special issues.",10,97
5371,2023-06-04,77.99,411,142.4,3,Felt a bit tired but completed the program.,5,490
5372,2023-12-06,61.72,368,135.2,5,"Great effort today, pushed through the fatigue.",9,135
5373,2023-12-18,30.33,253,127.0,9,"Solid session, increased weights on main exercises.",6,170
5374,2023-01-30,82.54,551,174.4,9,"A bit distracted, but finished the routine.",5,433
5375,2023-09-24,58.4,305,115.8,4,Needs to work on breathing technique during heavy lifts.,7,242
5376,2023-06-20,84.09,575,143.8,7,Crushed the personal records today!,2,197
5377,2023-10-03,70.08,651,129.5,5,Crushed the personal records today!,5,202
5378,2023-10-05,90.58,799,122.7,2,"Solid session, increased weights on main exercises.",9,233
5379,2024-01-28,49.08,357,184.6,8,"Struggled with the last few sets, might need more recovery.",3,184
5380,2023-09-15,41.19,400,126.0,10,"Standard workout, no special issues.",4,176
5381,2023-02-04,38.89,265,146.2,2,"Good pace, kept heart rate in the target zone.",6,429
5382,2023-03-16,92.58,921,151.0,5,Crushed the personal records today!,4,81
5383,2023-04-04,103.04,976,140.5,5,"Good pace, kept heart rate in the target zone.",6,2
5384,2023-02-01,69.88,635,170.8,7,Crushed the personal records today!,10,182
5385,2023-09-06,69.92,542,150.9,10,"Solid session, increased weights on main exercises.",6,52
5386,2023-09-27,68.85,373,184.4,7,Needs to work on breathing technique during heavy lifts.,4,441
5387,2023-05-12,53.4,502,135.1,5,"Great effort today, pushed through the fatigue.",10,500
5388,2023-07-17,61.64,518,135.7,9,Felt a bit tired but completed the program.,2,194
5389,2024-01-16,83.81,727,168.2,2,"Solid session, increased weights on main exercises.",7,187
5390,2023-03-14,85.08,754,176.5,6,Crushed the personal records today!,4,20
5391,2023-09-11,91.52,894,172.1,8,"Standard workout, no special issues.",5,31
5392,2023-06-24,108.72,670,150.9,7,"Great effort today, pushed through the fatigue.",3,354
5393,2023-10-12,56.51,484,133.0,6,Excellent form throughout the entire workout.,1,72
5394,2023-08-09,85.93,748,156.4,3,"Great effort today, pushed through the fatigue.",4,14
5395,2023-08-10,104.21,842,180.7,1,"A bit distracted, but finished the routine.",3,15
5396,2023-02-14,63.36,594,162.9,8,Crushed the personal records today!,10,265
5397,2023-10-06,94.63,760,155.5,1,"Great effort today, pushed through the fatigue.",1,441
5398,2023-08-14,106.43,777,125.1,6,"Great effort today, pushed through the fatigue.",2,329
5399,2023-12-11,91.46,748,170.0,2,Crushed the personal records today!,4,339
5400,2023-05-29,34.6,197,156.8,10,"Struggled with the last few sets, might need more recovery.",7,341
5401,2023-01-01,100.53,632,115.0,9,Needs to work on breathing technique during heavy lifts.,1,198
5402,2023-05-03,84.79,500,152.8,3,Felt a bit tired but completed the program.,8,129
5403,2023-02-26,64.22,533,126.7,5,"Great effort today, pushed through the fatigue.",3,204
5404,2023-08-21,79.38,771,173.2,2,"Great effort today, pushed through the fatigue.",5,330
5405,2023-03-22,73.39,456,124.7,8,"Good pace, kept heart rate in the target zone.",9,32
5406,2023-07-15,51.19,412,127.2,3,"Struggled with the last few sets, might need more recovery.",5,107
5407,2023-05-16,54.79,421,111.3,2,"Solid session, increased weights on main exercises.",8,291
5408,2023-01-31,48.06,327,136.6,9,Felt a bit tired but completed the program.,3,419
5409,2023-06-20,78.84,510,115.1,6,"Solid session, increased weights on main exercises.",7,69
5410,2023-05-02,117.23,1007,147.7,8,Felt a bit tired but completed the program.,1,151
5411,2023-08-30,73.8,702,131.9,6,Crushed the personal records today!,6,30
5412,2023-08-24,60.54,371,138.2,6,Felt a bit tired but completed the program.,4,214
5413,2023-05-16,87.27,694,127.7,5,"Struggled with the last few sets, might need more recovery.",3,328
5414,2023-05-07,116.06,711,155.3,10,Excellent form throughout the entire workout.,2,77
5415,2023-04-07,31.37,189,160.9,7,Excellent form throughout the entire workout.,8,256
5416,2023-06-24,36.03,356,129.8,8,Excellent form throughout the entire workout.,1,62
5417,2023-05-23,92.43,698,171.9,4,Felt a bit tired but completed the program.,9,304
5418,2023-03-25,76.75,397,127.9,9,"Good pace, kept heart rate in the target zone.",6,439
5419,2023-10-13,37.71,210,158.7,8,"Struggled with the last few sets, might need more recovery.",3,296
5420,2023-08-04,45.36,238,177.1,3,"Great effort today, pushed through the fatigue.",2,431
5421,2024-02-08,112.31,655,146.5,10,Needs to work on breathing technique during heavy lifts.,8,201
5422,2023-06-22,68.88,425,157.6,4,Needs to work on breathing technique during heavy lifts.,6,452
5423,2023-10-24,34.47,185,159.0,10,"Solid session, increased weights on main exercises.",10,69
5424,2023-12-06,82.47,435,118.8,9,Excellent form throughout the entire workout.,8,384
5425,2023-10-14,58.87,496,182.0,3,Excellent form throughout the entire workout.,5,432
5426,2023-05-19,72.96,447,143.8,8,Crushed the personal records today!,4,174
5427,2023-12-30,50.64,254,142.3,2,"Struggled with the last few sets, might need more recovery.",7,29
5428,2024-01-12,49.17,315,142.8,6,Excellent form throughout the entire workout.,10,65
5429,2023-08-07,51.97,312,110.8,7,"Standard workout, no special issues.",7,263
5430,2024-01-13,39.87,280,150.5,8,Needs to work on breathing technique during heavy lifts.,1,250
5431,2023-05-29,119.1,791,142.7,6,"Struggled with the last few sets, might need more recovery.",5,368
5432,2024-01-05,85.14,722,119.9,3,Needs to work on breathing technique during heavy lifts.,9,408
5433,2023-07-21,86.43,749,163.0,3,Excellent form throughout the entire workout.,9,25
5434,2023-02-04,34.74,303,125.6,4,Excellent form throughout the entire workout.,4,442
5435,2023-04-22,100.98,772,138.0,7,Needs to work on breathing technique during heavy lifts.,8,61
5436,2023-10-04,101.67,1008,135.8,3,"Great effort today, pushed through the fatigue.",2,337
5437,2023-06-22,104.44,955,152.1,7,"Solid session, increased weights on main exercises.",8,248
5438,2023-02-15,37.5,235,152.2,6,Felt a bit tired but completed the program.,6,303
5439,2023-02-26,55.03,498,176.3,6,Crushed the personal records today!,1,315
5440,2023-01-17,56.18,358,133.3,7,"Great effort today, pushed through the fatigue.",3,86
5441,2023-11-24,89.95,543,113.3,9,Excellent form throughout the entire workout.,8,143
5442,2023-02-27,48.27,353,176.9,3,Excellent form throughout the entire workout.,4,488
5443,2023-03-28,55.67,492,147.2,2,"Solid session, increased weights on main exercises.",4,313
5444,2023-11-11,90.86,603,143.5,6,Crushed the personal records today!,8,235
5445,2023-08-01,117.21,739,134.1,6,"A bit distracted, but finished the routine.",5,489
5446,2023-08-21,105.71,749,123.5,6,"Solid session, increased weights on main exercises.",5,28
5447,2023-05-12,115.66,1051,120.4,3,"A bit distracted, but finished the routine.",4,395
5448,2023-08-18,75.82,752,122.4,1,Excellent form throughout the entire workout.,7,391
5449,2023-05-18,34.29,337,154.2,4,"Standard workout, no special issues.",4,83
5450,2023-08-25,83.04,729,122.3,9,"A bit distracted, but finished the routine.",5,293
5451,2023-06-06,79.26,679,155.9,9,Crushed the personal records today!,8,232
5452,2023-11-02,71.78,531,165.6,9,"Struggled with the last few sets, might need more recovery.",7,227
5453,2023-06-23,43.81,229,112.8,1,Felt a bit tired but completed the program.,7,434
5454,2023-03-19,100.1,736,164.9,7,Needs to work on breathing technique during heavy lifts.,1,447
5455,2023-10-24,41.46,383,175.7,3,"Good pace, kept heart rate in the target zone.",8,64
5456,2023-03-09,50.18,308,152.4,8,Needs to work on breathing technique during heavy lifts.,8,142
5457,2023-06-20,46.89,328,171.0,10,Crushed the personal records today!,8,479
5458,2023-07-09,110.7,738,127.0,8,"Struggled with the last few sets, might need more recovery.",4,349
5459,2023-02-01,52.77,332,172.6,4,"Great effort today, pushed through the fatigue.",5,249
5460,2023-06-15,60.46,519,149.9,10,"Solid session, increased weights on main exercises.",1,31
5461,2024-01-05,63.01,455,143.5,3,Excellent form throughout the entire workout.,1,132
5462,2023-05-13,65.9,541,118.6,5,"Struggled with the last few sets, might need more recovery.",2,312
5463,2024-01-31,80.84,719,127.5,6,"Struggled with the last few sets, might need more recovery.",7,313
5464,2024-01-13,33.87,190,167.5,9,"A bit distracted, but finished the routine.",6,434
5465,2023-05-02,81.01,485,140.6,8,"A bit distracted, but finished the routine.",2,265
5466,2023-08-10,82.32,710,155.6,9,Excellent form throughout the entire workout.,8,41
5467,2023-12-25,97.91,502,123.3,3,"A bit distracted, but finished the routine.",5,353
5468,2023-04-02,53.91,488,149.8,9,"A bit distracted, but finished the routine.",5,262
5469,2023-11-04,32.84,227,158.2,7,"Struggled with the last few sets, might need more recovery.",4,360
5470,2023-07-12,114.91,983,166.3,3,"A bit distracted, but finished the routine.",1,29
5471,2023-01-27,116.02,830,146.6,8,"Solid session, increased weights on main exercises.",8,162
5472,2023-10-03,76.76,628,112.8,2,"Great effort today, pushed through the fatigue.",2,326
5473,2023-07-29,65.69,614,156.7,3,Needs to work on breathing technique during heavy lifts.,9,148
5474,2023-03-21,52.18,506,149.3,2,"Standard workout, no special issues.",9,425
5475,2024-02-22,96.69,574,163.9,5,Crushed the personal records today!,7,266
5476,2023-01-10,44.05,345,149.8,4,"Struggled with the last few sets, might need more recovery.",2,373
5477,2023-06-09,53.59,504,146.6,1,"Struggled with the last few sets, might need more recovery.",10,91
5478,2023-10-28,57.97,468,118.1,5,"Struggled with the last few sets, might need more recovery.",7,212
5479,2023-01-06,94.48,678,176.6,4,Felt a bit tired but completed the program.,6,265
5480,2023-11-30,80.62,415,158.0,6,"Good pace, kept heart rate in the target zone.",8,451
5481,2023-06-04,58.31,448,114.4,4,"Great effort today, pushed through the fatigue.",4,409
5482,2023-04-23,30.04,268,117.2,10,Crushed the personal records today!,9,261
5483,2023-12-03,112.42,941,160.5,6,"Standard workout, no special issues.",10,258
5484,2023-02-14,77.63,456,149.7,5,"Struggled with the last few sets, might need more recovery.",9,273
5485,2024-02-11,64.59,426,178.4,3,"A bit distracted, but finished the routine.",6,281
5486,2023-12-04,90.73,592,142.1,4,Felt a bit tired but completed the program.,6,202
5487,2023-08-18,82.74,433,121.2,2,"A bit distracted, but finished the routine.",9,159
5488,2023-12-23,40.69,383,167.0,1,Felt a bit tired but completed the program.,5,167
5489,2023-04-24,74.65,672,157.5,9,"Great effort today, pushed through the fatigue.",6,350
5490,2023-11-02,80.19,792,128.5,7,Needs to work on breathing technique during heavy lifts.,5,425
5491,2023-05-16,104.99,846,117.0,8,Excellent form throughout the entire workout.,9,184
5492,2023-01-07,86.48,862,153.3,10,"Good pace, kept heart rate in the target zone.",5,168
5493,2023-10-19,104.4,768,138.7,2,"Great effort today, pushed through the fatigue.",8,102
5494,2023-04-10,35.83,263,160.8,10,"Struggled with the last few sets, might need more recovery.",9,25
5495,2023-04-05,83.51,552,122.0,8,Needs to work on breathing technique during heavy lifts.,7,170
5496,2023-04-26,32.29,232,157.1,6,Felt a bit tired but completed the program.,1,54
5497,2023-02-10,94.99,836,160.3,10,"Struggled with the last few sets, might need more recovery.",1,251
5498,2024-02-08,79.44,643,184.1,9,"Standard workout, no special issues.",4,110
5499,2023-03-04,76.4,540,159.9,4,"A bit distracted, but finished the routine.",6,273
5500,2023-12-03,103.41,603,157.1,10,"Good pace, kept heart rate in the target zone.",5,301
5501,2023-08-21,60.18,317,138.2,10,"Good pace, kept heart rate in the target zone.",5,143
5502,2023-12-25,66.52,508,158.8,1,Excellent form throughout the entire workout.,1,317
5503,2024-01-20,65.35,542,126.9,3,Needs to work on breathing technique during heavy lifts.,9,184
5504,2023-06-15,110.3,698,167.3,7,"Great effort today, pushed through the fatigue.",7,411
5505,2023-05-31,96.86,633,121.8,1,Crushed the personal records today!,10,151
5506,2023-04-25,115.84,1085,137.3,3,"A bit distracted, but finished the routine.",10,234
5507,2023-06-21,98.8,494,162.1,6,Excellent form throughout the entire workout.,8,210
5508,2023-07-08,101.91,711,115.5,5,"A bit distracted, but finished the routine.",7,39
5509,2023-07-28,42.88,241,150.7,6,"A bit distracted, but finished the routine.",5,190
5510,2023-10-08,118.65,861,179.0,2,"Solid session, increased weights on main exercises.",10,397
5511,2023-12-02,107.9,949,152.6,8,Excellent form throughout the entire workout.,7,25
5512,2023-07-24,110.59,821,154.9,1,"Solid session, increased weights on main exercises.",1,479
5513,2023-01-05,83.29,606,144.6,2,Excellent form throughout the entire workout.,4,273
5514,2023-12-30,76.29,738,171.9,9,"Good pace, kept heart rate in the target zone.",9,372
5515,2023-10-08,35.23,330,177.7,1,"Good pace, kept heart rate in the target zone.",4,29
5516,2023-11-17,116.57,907,166.3,7,Excellent form throughout the entire workout.,7,308
5517,2023-11-19,78.32,427,160.4,7,Felt a bit tired but completed the program.,6,401
5518,2023-12-20,54.81,350,182.2,1,"Struggled with the last few sets, might need more recovery.",3,87
5519,2023-10-17,38.05,363,162.5,9,"Great effort today, pushed through the fatigue.",10,332
5520,2023-02-09,45.9,298,128.7,3,"Good pace, kept heart rate in the target zone.",7,37
5521,2023-02-06,66.96,406,117.0,4,"Good pace, kept heart rate in the target zone.",9,346
5522,2023-01-04,49.57,367,146.2,8,"A bit distracted, but finished the routine.",7,166
5523,2023-07-02,65.27,456,110.8,1,"A bit distracted, but finished the routine.",7,195
5524,2023-10-29,113.14,930,127.7,10,Needs to work on breathing technique during heavy lifts.,5,363
5525,2023-08-28,52.57,414,139.6,2,"A bit distracted, but finished the routine.",5,318
5526,2023-03-16,33.09,176,163.2,2,"A bit distracted, but finished the routine.",1,27
5527,2024-02-19,32.0,165,141.1,7,Felt a bit tired but completed the program.,10,22
5528,2023-05-05,44.16,222,168.1,10,"A bit distracted, but finished the routine.",2,172
5529,2024-01-01,114.21,905,173.1,8,Needs to work on breathing technique during heavy lifts.,9,11
5530,2023-07-13,91.14,525,148.9,1,"Good pace, kept heart rate in the target zone.",2,148
5531,2023-11-21,84.64,457,118.6,2,Needs to work on breathing technique during heavy lifts.,5,317
5532,2023-07-01,34.39,264,121.3,4,"Standard workout, no special issues.",9,20
5533,2023-01-07,61.15,593,146.7,5,"Solid session, increased weights on main exercises.",4,83
5534,2023-10-08,35.87,331,141.2,4,Felt a bit tired but completed the program.,7,345
5535,2023-11-21,54.84,446,135.6,2,"Great effort today, pushed through the fatigue.",10,135
5536,2024-02-24,52.31,316,159.7,6,"Great effort today, pushed through the fatigue.",4,495
5537,2023-07-10,53.42,349,142.5,7,"A bit distracted, but finished the routine.",2,400
5538,2023-10-04,69.0,377,142.2,5,Crushed the personal records today!,2,60
5539,2023-11-27,31.56,270,118.8,10,"Good pace, kept heart rate in the target zone.",7,470
5540,2023-11-02,58.78,447,135.6,1,Excellent form throughout the entire workout.,2,15
5541,2023-01-10,99.76,779,121.7,3,"Great effort today, pushed through the fatigue.",5,353
5542,2023-01-21,82.67,764,126.1,5,"Good pace, kept heart rate in the target zone.",4,82
5543,2023-10-15,104.53,653,164.5,4,"Standard workout, no special issues.",5,454
5544,2023-11-05,75.04,431,142.0,10,Excellent form throughout the entire workout.,1,382
5545,2023-05-09,40.77,372,162.2,9,"Struggled with the last few sets, might need more recovery.",5,238
5546,2023-01-16,41.03,357,122.7,2,Excellent form throughout the entire workout.,3,480
5547,2023-07-02,44.21,389,167.7,3,Crushed the personal records today!,5,381
5548,2023-03-28,76.47,500,154.5,5,"Standard workout, no special issues.",6,47
5549,2024-02-13,96.4,732,142.2,7,Crushed the personal records today!,10,446
5550,2023-11-06,107.74,822,118.8,6,Needs to work on breathing technique during heavy lifts.,9,411
5551,2023-08-14,99.13,833,172.0,8,"Standard workout, no special issues.",3,471
5552,2024-02-01,71.51,532,134.9,2,"Great effort today, pushed through the fatigue.",2,244
5553,2023-12-10,113.24,886,182.6,10,Excellent form throughout the entire workout.,3,179
5554,2023-09-29,100.23,784,122.1,8,"Solid session, increased weights on main exercises.",9,375
5555,2023-03-10,76.25,694,164.5,1,"Struggled with the last few sets, might need more recovery.",6,334
5556,2023-06-15,37.12,316,117.6,8,"Good pace, kept heart rate in the target zone.",1,269
5557,2023-05-30,103.14,551,146.7,8,"A bit distracted, but finished the routine.",9,496
5558,2023-10-29,66.87,346,121.8,4,"Solid session, increased weights on main exercises.",10,13
5559,2023-10-27,63.14,595,119.3,8,"Good pace, kept heart rate in the target zone.",3,242
5560,2023-03-28,109.77,578,175.8,2,"Struggled with the last few sets, might need more recovery.",5,331
5561,2023-03-26,80.22,602,135.1,8,"Good pace, kept heart rate in the target zone.",4,161
5562,2023-08-23,83.07,522,180.4,7,Crushed the personal records today!,4,383
5563,2023-07-08,94.3,520,149.8,10,Needs to work on breathing technique during heavy lifts.,2,101
5564,2023-04-01,81.53,619,110.6,4,Excellent form throughout the entire workout.,4,270
5565,2024-01-24,36.19,269,169.2,2,Excellent form throughout the entire workout.,3,293
5566,2023-08-04,47.96,475,163.0,10,Crushed the personal records today!,2,232
5567,2023-04-11,53.64,290,143.7,4,Crushed the personal records today!,9,484
5568,2023-02-18,62.93,335,152.1,10,Needs to work on breathing technique during heavy lifts.,7,406
5569,2023-08-27,74.41,643,144.7,3,"Struggled with the last few sets, might need more recovery.",6,56
5570,2023-10-21,115.89,1122,164.4,1,"Standard workout, no special issues.",5,368
5571,2024-02-21,66.85,601,134.7,1,"Solid session, increased weights on main exercises.",2,423
5572,2023-11-14,73.68,569,156.3,5,"Struggled with the last few sets, might need more recovery.",7,268
5573,2023-05-23,72.86,618,170.7,4,Crushed the personal records today!,2,381
5574,2024-02-28,99.61,704,151.8,4,"Solid session, increased weights on main exercises.",4,289
5575,2023-03-04,52.08,293,125.0,1,Crushed the personal records today!,1,82
5576,2023-08-04,90.73,538,145.6,9,"Standard workout, no special issues.",7,441
5577,2023-09-04,80.17,786,143.0,7,Excellent form throughout the entire workout.,7,116
5578,2024-02-03,69.36,563,116.6,4,Felt a bit tired but completed the program.,7,430
5579,2023-04-11,108.09,594,165.5,5,Felt a bit tired but completed the program.,10,390
5580,2023-07-11,59.11,414,151.2,8,"Good pace, kept heart rate in the target zone.",7,298
5581,2023-03-26,82.87,441,143.0,8,"Good pace, kept heart rate in the target zone.",8,328
5582,2023-12-02,69.27,543,139.0,8,"Standard workout, no special issues.",4,487
5583,2023-02-11,118.41,1126,126.1,10,Needs to work on breathing technique during heavy lifts.,5,495
5584,2024-02-08,91.85,477,150.0,1,"Good pace, kept heart rate in the target zone.",4,104
5585,2024-02-09,33.27,253,124.6,8,"Struggled with the last few sets, might need more recovery.",6,95
5586,2023-05-09,79.86,515,166.7,1,"Good pace, kept heart rate in the target zone.",2,74
5587,2023-06-26,31.78,303,139.8,8,Needs to work on breathing technique during heavy lifts.,7,479
5588,2023-01-28,96.15,935,146.6,6,Excellent form throughout the entire workout.,2,39
5589,2023-11-28,68.04,460,177.8,1,"A bit distracted, but finished the routine.",3,82
5590,2023-06-20,46.29,408,115.5,3,Excellent form throughout the entire workout.,10,290
5591,2024-01-15,60.07,326,160.2,2,Needs to work on breathing technique during heavy lifts.,3,113
5592,2023-03-23,41.9,252,182.1,8,"Standard workout, no special issues.",1,180
5593,2023-07-19,117.68,681,171.4,1,Excellent form throughout the entire workout.,8,348
5594,2023-04-29,76.74,565,129.9,9,"Standard workout, no special issues.",1,332
5595,2023-11-25,84.2,800,144.3,6,"Great effort today, pushed through the fatigue.",7,460
5596,2023-01-17,104.32,859,151.6,1,Crushed the personal records today!,6,74
5597,2023-01-29,38.56,286,115.6,7,"Good pace, kept heart rate in the target zone.",2,58
5598,2023-11-28,110.24,841,166.1,10,"A bit distracted, but finished the routine.",4,404
5599,2023-03-29,101.24,988,158.7,6,Crushed the personal records today!,4,253
5600,2023-06-24,77.62,631,147.4,6,"A bit distracted, but finished the routine.",8,448
5601,2023-08-08,97.03,511,157.4,4,"Good pace, kept heart rate in the target zone.",7,69
5602,2024-01-12,71.16,611,147.6,10,Felt a bit tired but completed the program.,1,294
5603,2023-11-13,33.8,191,144.8,5,"A bit distracted, but finished the routine.",6,444
5604,2024-02-20,30.26,230,163.6,9,"A bit distracted, but finished the routine.",6,472
5605,2023-04-28,80.38,483,129.8,4,Crushed the personal records today!,7,172
5606,2024-01-20,69.75,423,150.8,10,Needs to work on breathing technique during heavy lifts.,6,222
5607,2023-12-01,115.66,1050,110.7,10,Needs to work on breathing technique during heavy lifts.,8,206
5608,2023-11-25,111.42,1029,112.0,6,"Great effort today, pushed through the fatigue.",4,335
5609,2023-10-20,59.89,492,166.2,8,"Struggled with the last few sets, might need more recovery.",8,493
5610,2024-03-01,35.23,341,120.2,5,"Standard workout, no special issues.",2,429
5611,2023-01-16,118.01,658,178.5,5,Needs to work on breathing technique during heavy lifts.,3,283
5612,2023-09-15,31.31,241,112.5,7,"A bit distracted, but finished the routine.",8,385
5613,2023-08-24,109.57,679,111.5,2,Felt a bit tired but completed the program.,4,237
5614,2023-01-06,98.21,832,173.4,5,Needs to work on breathing technique during heavy lifts.,7,275
5615,2023-06-15,116.77,651,140.4,1,Excellent form throughout the entire workout.,9,394
5616,2024-02-08,91.11,876,160.5,7,"Great effort today, pushed through the fatigue.",1,272
5617,2024-01-08,56.51,298,112.7,10,"Good pace, kept heart rate in the target zone.",9,132
5618,2023-03-07,115.69,679,132.6,6,"Struggled with the last few sets, might need more recovery.",7,44
5619,2023-09-01,73.07,533,166.5,4,Crushed the personal records today!,2,200
5620,2023-06-07,46.29,310,173.7,6,"Struggled with the last few sets, might need more recovery.",5,300
5621,2023-11-16,34.55,338,133.8,10,Needs to work on breathing technique during heavy lifts.,7,10
5622,2023-01-10,102.68,793,156.1,5,Felt a bit tired but completed the program.,10,379
5623,2023-10-11,91.45,696,168.7,5,"Solid session, increased weights on main exercises.",9,237
5624,2023-03-22,48.72,456,130.0,1,Excellent form throughout the entire workout.,10,390
5625,2023-04-09,83.99,782,114.3,8,"Good pace, kept heart rate in the target zone.",7,282
5626,2023-07-27,37.78,227,123.6,2,"Great effort today, pushed through the fatigue.",4,373
5627,2024-02-08,117.2,832,117.3,8,"Great effort today, pushed through the fatigue.",8,324
5628,2023-01-18,60.91,594,148.4,4,Crushed the personal records today!,2,214
5629,2023-09-08,117.56,1100,151.1,6,"Good pace, kept heart rate in the target zone.",8,213
5630,2023-09-12,101.65,747,130.7,2,"Struggled with the last few sets, might need more recovery.",2,420
5631,2023-07-24,117.74,807,142.7,4,"Good pace, kept heart rate in the target zone.",1,438
5632,2023-10-09,88.45,467,144.6,9,"Standard workout, no special issues.",9,418
5633,2024-02-21,38.08,370,112.0,1,"Standard workout, no special issues.",4,389
5634,2023-12-21,62.08,370,115.0,9,Needs to work on breathing technique during heavy lifts.,8,437
5635,2024-01-03,95.39,823,144.5,5,"Struggled with the last few sets, might need more recovery.",1,78
5636,2024-02-23,55.91,377,174.9,10,Crushed the personal records today!,6,141
5637,2023-12-27,78.29,660,159.0,4,"Standard workout, no special issues.",3,388
5638,2023-02-17,106.0,769,179.7,9,"Solid session, increased weights on main exercises.",6,209
5639,2023-11-01,56.94,356,178.5,9,"Great effort today, pushed through the fatigue.",3,68
5640,2023-10-02,66.56,379,161.0,4,"Good pace, kept heart rate in the target zone.",8,103
5641,2023-02-18,76.81,614,128.9,10,Felt a bit tired but completed the program.,1,320
5642,2023-12-05,119.66,868,168.6,8,"Standard workout, no special issues.",1,442
5643,2023-04-01,85.89,518,168.6,10,Crushed the personal records today!,6,31
5644,2023-01-05,35.3,265,147.2,7,"Great effort today, pushed through the fatigue.",2,183
5645,2023-09-28,37.96,333,119.0,5,"Struggled with the last few sets, might need more recovery.",2,356
5646,2024-01-13,116.64,1014,142.0,9,"Solid session, increased weights on main exercises.",7,215
5647,2023-01-31,74.17,680,135.6,9,"Great effort today, pushed through the fatigue.",7,220
5648,2024-03-01,39.65,289,163.2,3,"Struggled with the last few sets, might need more recovery.",6,401
5649,2023-10-13,41.37,313,146.2,10,"Solid session, increased weights on main exercises.",3,305
5650,2024-02-14,34.75,267,141.7,8,"A bit distracted, but finished the routine.",10,428
5651,2023-10-02,71.99,406,118.6,10,"Struggled with the last few sets, might need more recovery.",3,496
5652,2023-07-24,59.34,583,126.7,5,"A bit distracted, but finished the routine.",10,271
5653,2023-08-02,91.66,858,154.0,3,"Struggled with the last few sets, might need more recovery.",1,38
5654,2024-01-17,35.04,306,183.5,7,Needs to work on breathing technique during heavy lifts.,5,242
5655,2023-03-14,78.56,470,167.4,10,"Standard workout, no special issues.",8,169
5656,2023-03-23,109.97,977,110.6,8,Felt a bit tired but completed the program.,10,404
